psraid,comp,cregion,rep,msa,fips,int_date,tz,usr,usr1,state,area,areaexch,q1,q2,q3a,q3b,q3c,q3d,q3e,q3f,q5,q6a,q6b,q7,q8,q9,q12,q12.1,q13,q14,q15,q16,datenew,activ01,activ17,activ33,activ54,activ58,activ71,activ73,activ82,activ87,q17,q19a,q19b,q19c,q19d,q19e,mar,mar2,mar3,mar4,margroup,date01a,date01b,date01c,date02_1,date02_2,date02_3,date02_4,date02_5,date02_6,date02_7,date02_8,date02_9,date02_0,date03,date04a,date04b,date05a,date05b,date05c,date05d,date05e,date05f,date06a,date06b,date06c,date06d,date06e,date06f,date06g,date06h,date07,date08,date09,date10,date11,date12,date12cd,date13,date13cd,date14,date15,date16,date17,sex,age,par,d2b,d2c,d2d,d2e,d2f,d2g,educ,empl,stud,hisp,race,polaf,polid,d6,d7,d8,d9,modem,bbw,inc,date02os,date12os,date13os,date14os,religos,modemos,recage2,density3,receduc,racethn,i_user,onldat,dow,e_user,homework,often,usertype,recq6ab,d2brec,child11,d2crec,child17,childol,online,long,olhome,olwork,student,denwt,file
433,1,3,174,43340,22017,100905,c,U,1,22,318,318635,9,2,1,1,2,3,4,1,1,1,1,1,1,2,20, , ,1,2, ,2,1,2, ,3,3,3,2,3,2,3,4,3,4,4,8,1, ,18, ,2,2, , , , , , , , , , , , , , , ,8,1,1,1,1,1,2,2, , , , , , , , ,3, ,2, , ,4,98, , , , ,1,98,1,2,1, ,1,1, ,6,3,1,2,1,1,3,2,1, ,2,2, ,9, , ,"IN A SPOOK HOUSE, HALLOWEEN CAST, THEATER", , , ,9,2,4,1,1,2,7,1,1,1,4,1,2,1,2,1,1,1,6,0,2,1,1.04166666666667,1
434,1,3,34,0,22041,92005,c,R,3,22,318,318724,1,2,2,3,1,4,2,3,1,1,1,1,9,1,5, ,1,2, ,1, ,2,3,3,3,3,2,3,2,3,2,3,8,3,8,8,1, ,14, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,38,1,2,0, ,1, , ,5,2,3,2,1,1,3,2,1, ,1,1,2,9, , , , , , ,2,1,3,1,1,2,2,1,3,1,4,1,2,1,0,8,1,2,5,1,0,3,1.85416666666667,1
435,1,3,160,43340,22015,100505,c,U,1,22,318,318746,2,1,9,1,4,2,1,4,1,1,1,1,1,2,17, , ,1,2, ,2,1,3, ,3,3,3,3,3,3,1,2,1,8,8,8,6,1,1, ,1,2, , , , , , , , , , , , , , , ,1,2,1,1,2,1,1,2,1,2,2,2,1,1,2, ,3, ,2, , ,1, , , , , ,1,49,2, , , , , , ,5,3,3,2,4,2,2,5,9,2, ,3, ,6, , , , ,RAISED AS CATHOLIC BUT DOESN''T CONSIDER HIMSELF CATHOLIC, ,2,2,3,4,1,2,3,1,1,1,4,1, ,99, ,99,9,1,6,0,2,3,2.25,1
436,1,3,166,43340,22017,100705,c,U,1,22,318,318868,2,2,1,1,1,4,1,2,1,1,1,1,1,2,6, , ,1,2, ,2,1,3, ,2,3,3,2,3,3,1,2,1,1,8,8,1, ,11, ,2,1,1,1, , , , , , , , , , , , , ,1,2,1,1,1,1,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,53,2, , , , , , ,6,1,3,2,1,1,5,2,1, ,1,2, ,8, , , , , , ,3,2,4,1,1,2,5,1,1,1,4,1, ,99, ,99,9,1,6,0,2,3,1.14583333333333,1
437,1,2,48,47940,19013,92905,c,U,1,19,319,319232,2,1,4,1,4,4,3,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,6,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,76,2, , , , , , ,3,3,3,2,1,2,3,5,97, , , , ,2, , , , , , ,4,2,2,1,0,99,4,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.5625,1
438,1,2,116,26980,19103,100505,c,U,1,19,319,319337,1,1,1,3,2,3,3,2,1,1,1,1,1,2,15, , ,1,2, ,2,1,3, ,1,3,1,3,1,3,2,2,2,4,2,4,5,2, ,2,4,1,2,1, , , , , , , , , , , , , ,2,2,1,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,78,2, , , , , , ,5,3,3,2,1,1,5,2,1, ,2,1, ,4, , , , , , ,4,2,3,1,1,2,3,1,1,1,4,1, ,99, ,99,9,1,6,0,2,3,1,1
439,1,2,140,16300,19113,100205,c,U,1,19,319,319365,2,1,1,1,4,2,4,2,1,1,1,2, , ,4, ,1,4,1,5,2,2,3, ,3,3,3,3,3,3,2,3,3,3,3,3,3,2, ,2,4,1,1,1, , , , , , , , , , , , , ,2,2,1,2,1,1,2,2, , , , , , , , , , , , , , , , , , , ,2,54,2, , , , , , ,7,1,3,2,1,3,2,2,2, , ,1,2,2, , , , , , ,3,2,4,1,1,2,7,1,3,4,3,1, ,99, ,99,9, ,4,1,1,3,1.08333333333333,1
440,1,2,129,0,19111,92905,c,R,3,19,319,319528,1,2,1,2,1,4,1,2,1,1,1,2, , ,5, ,1,4,2, ,2,2,3, ,3,3,3,3,3,3,2,8,8,3,8,8,1, ,35, ,2,2, , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,52,2, , , , , , ,3,4,3,2,1,1,5,2,1, ,1,1, ,7, , , , , , ,3,1,2,1,1,2,4,1,1,4,3,1, ,99, ,99,9, ,5,1,2,3,1.4375,1
441,1,2,110,0,19095,92305,c,R,3,19,319,319664,1,2,2,2,1,4,3,3,1,1,1,1,1,1,7, , ,2, ,2, ,1,2,3,3,3,3,3,3,3,2,2,3,2,8,4,1, ,28, ,2,2, , , , , , , , , , , , , , , ,2,1,1,2,1,2,2,2, , , , , , , , ,2,1,2, , ,2, , , , , ,2,50,1,3,1, ,0,1, ,6,4,3,2,1,1,5,3,2, , ,1,2,6, , , , , , ,3,1,4,1,1,2,5,1,3,2,4,1,2,2,2,1,1,3,6,0,0,3,1,1
442,1,2,85,0,19057,100105,c,R,3,19,319,319752,1,1,1,2,3,2,9,3,1,1,1,2, , ,10, ,1,3,2, ,2,2,3, ,3,3,3,3,3,3,2,8,8,8,8,8,3,2, ,2,4,2, , , , , , , , , , , , , , , ,8,8,1,8,1,8,2,2, , , , , , , , , , , , , , , , , , , ,2,99,2, , , , , , ,9,3,3,2,1,9,5,2,1, ,2,1, ,9, , , , , , ,9,2,9,1,1,2,6,1,1,3,3,1, ,99, ,99,9, ,6,1,2,3,1.16666666666667,1
443,1,2,47,47940,19013,100105,c,U,1,19,319,319987,1,1,1,1,4,4,1,1,1,1,1,1,1,2,4, , ,2,2, ,2,1,3, ,3,3,2,3,3,3,1,8,8,8,8,8,1, ,35, ,2,1,1,1, , , , , , , , , , , , , ,1,1,2,1,2,1,2,2, , , , , , , , ,3, ,2, , ,4,2, , , , ,2,60,1,0,1, , ,1, ,3,2,3,2,1,1,5,2,4, , ,3, ,7, , ,CHURCH, , , ,3,2,2,1,1,2,6,1,1,2,4,1,0,8,2,1,1,1,4,0,2,3,1.52083333333333,1
444,1,2,100,0,27085,92105,c,R,3,27,320,320587,2,1,2,1,4,2,2,2,1,1,1,2, , ,6, ,1,3,1,4, ,2,3,3,3,3,3,3,3,3,2,3,8,8,8,8,1, ,36, ,2,1,1,2, , , , , , , , , , , , , ,2,2,1,1,1,8,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,56,2, , , , , , ,5,2,3,2,1,1,4,3,1, ,2,1,9,5, , , , , , ,3,1,3,1,1,2,3,1,3,3,3,1, ,99, ,99,9, ,6,1,1,3,1.10416666666667,1
445,1,2,92,0,27001,92605,c,R,3,27,320,320592,2,2,2,1,1,4,1,1,1,1,1,1,1,2,5, , ,1,2, , ,1,3,3,2,3,3,2,3,3,2,2,1,8,8,4,2, ,15, ,2,9, , , , , , , , , , , , , , , ,2,2,1,1,1,1,1,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,60,2, , , , , , ,7,3,3,2,1,1,4,5,1, ,2,1, ,9, , , , , , ,3,1,4,1,1,2,1,1,1,1,4,1, ,99, ,99,9,1,5,0,2,3,1.08333333333333,1
446,1,2,88,0,27065,100105,c,R,3,27,320,320679,2,2,2,2,2,4,2,2,1,1,2,2, , ,5, ,1,3,2, ,2,2,3, ,3,3,3,3,2,3,2,2,8,2,4,8,1, ,34, ,2,1,1,1, , , , , , , , , , , , , ,1,1,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,55,2, , , , , , ,2,4,3,2,1,2,2,5,1, ,2,1, ,4, , , , , , ,3,1,1,1,1,2,6,1,1,3,3,2, ,99, ,99,9, ,5,1,2,3,1.95833333333333,1
447,1,2,99,0,27085,92605,c,R,3,27,320,320864,2,9,2,2,2,4,2,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,8, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,27,1,4,0, ,0, , ,3,1,3,1,9,1,3,5,2, , , , ,4, , , , , , ,1,1,2,3,0,99,1,0,9,98,98,9,2,2,0,8,0, , , , ,3,2.72916666666667,1
448,1,3,21,37340,12009,100505,e,U,1,12,321,321254,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2, , ,1,2, ,2,1,3, ,3,3,3,3,3,3,2,8,8,4,8,8,1, ,30, ,2,1,2,1, , , , , , , , , , , , , ,2,2,1,1,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,63,2, , , , , , ,3,3,3,2,1,2,1,2,1, ,1,2, ,6, , , , , , ,3,3,2,1,1,2,3,1,1,1,2,1, ,99, ,99,9,1,2,0,2,3,1.58333333333333,1
449,1,3,24,37340,12009,91505,e,S,2,12,321,321259,2,2,2,1,1,4,3,1,2,2,1,2, , ,15, ,2, ,2, , ,2,3,3,2,3,3,3,3,3,2,2,4,2,8,8,5,2, ,2,4,2, , , , , , , , , , , , , , , ,1,2,1,1,8,1,1,2, , , , , , , , , , , , , , , , , , , ,2,50,2, , , , , , ,5,3,3,2,1,2,4,2,1, ,1, , ,9, , , , , , ,3,3,3,1,1,2,4,1,0,9,3,3, ,99, ,99,9, ,6,2,2,3,1.5,1
450,1,3,29,37340,12009,91505,e,S,2,12,321,321453,1,2,2,1,1,3,2,2,1,1,1,1,1,2,12, , ,2,1,5, ,1,3,3,1,2,2,3,3,1,2,1,4,8,8,8,1, ,24, ,2,2, , , , , , , , , , , , , , , ,2,2,2,1,1,1,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,55,1,0,1, , ,1, ,6,3,3,2,1,3,4,2,2, , ,2,1,6, , , , , , ,3,3,4,1,1,2,4,1,3,2,4,1,0,8,2,1,1,1,6,0,1,3,1.25,1
451,1,3,7,37340,12009,92005,e,U,1,12,321,321676,1,1,1,1,1,4,1,2,1,1,1,1,1,1,10, , ,3, ,1, ,1,3,3,3,3,3,3,3,3,1,2,2,8,8,8,1, ,33, ,2,2, , , , , , , , , , , , , , , ,2,8,1,2,8,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,54,2, , , , , , ,6,1,3,2,1,1,4,2,1, ,1,2,1,8, , , , , , ,3,3,4,1,1,2,2,1,3,1,3,1, ,99, ,99,9,3,6,0,0,3,1.14583333333333,1
452,1,4,85,31100,6037,91905,p,U,1,6,323,323343,1,2,2,3,1,1,9,1,1,1,1,2, , ,4, ,2, ,2, , ,2,2,2,2,3,3,9,3,2,2,1,1,1,3,4,6,2, ,2,4,1,1,2,10, , , , , , , , , ,2,2,2,1,2,2,2,1,1,2,1, , , , , , , , , , , , , , , , , , , ,2,19,2, , , , , , ,9,4,3,1,6,3,2,2,1, ,1, , ,3,"I WAS ACTUALLY AT MY FRIEND''S HOUSE AND SHE WAS ON IT, SO I DON''T REME", , , , , ,1,5,9,3,1,1,1,1,0,9,3,1, ,99, ,99,9, ,4,2,2,3,4.16666666666667,1
453,1,4,75,31100,6037,101005,p,U,1,6,323,323464,2,2,1,1,1,4,1,2,1,1,1,1,1,2,5, , ,1,1,3,2,1,3, ,1,3,9,2,9,9,2,3,8,8,8,4,1, ,22, ,2,1,1,1, , , , , , , , , , , , , ,1,2,1,2,1,1,2,2, , , , , , , , ,2,1,2, , ,4,2, , , , ,1,59,1,1,0,1, , , ,6,1,3,2,1,1,5,1,1, ,1,1,1,7, , ,CHURCH, , , ,3,5,4,1,1,2,1,1,3,1,4,1,2,1,0,8,1,1,5,0,1,3,2.33333333333333,1
454,1,4,16,31100,6037,92805,p,S,2,6,323,323566,2,2,1,1,2,4,4,1,1,1,1,2, , ,5, ,2, ,1,1, ,2,2,3,3,3,3,3,3,3,1,1,2,8,8,8,6,2, ,2,4,1,2,2, , , , , , , , , , , , , ,2,2,2,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,50,2, , , , , , ,6,2,3,2,2,2,2,2,1, ,2, ,1,6, , , , , , ,3,5,4,2,1,2,3,1,2,1,3,1, ,99, ,99,9, ,5,2,1,3,1.29166666666667,1
455,1,4,67,31100,6037,92005,p,U,1,6,323,323661,2,1,3,1,4,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,85,2, , , , , , ,7,3,3,2,1,2,1,5,2, , , , ,7, , , , , , ,4,5,4,1,0,99,2,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.33333333333333,1
456,1,4,45,31100,6037,91705,p,U,1,6,323,323737,2,1,2,1,4,9,2,2,1,1,1,1,2,1,7, ,1,1, ,3, ,1,2,3,3,3,3,2,2,3,2,2,2,8,8,8,1, ,2, ,1,1,1,2, , , , , , , , , , , , , ,1,2,8,1,8,2,2,2,2,2,2,2,2,2,2, ,2,1,2, , ,2, , , , , ,2,28,1,1,0,1, , , ,5,2,1,2,2,2,3,2,1, ,2,3,1,7, , , , , , ,1,5,3,2,1,2,6,1,3,1,4,1,2,1,0,8,1,2,6,1,0,1,4.35,1
457,1,4,111,31100,6037,92205,p,U,1,6,323,323753,1,1,2,1,4,3,1,1,1,1,2,2, , ,0,5,2, ,2, , ,3,3,3,3,3,3,3,3,3,2,3,3,3,3,8,6,2, ,2,4,2, , , , , , , , , , , , , , , ,2,1,1,2,1,1,2,2, , , , , , , , , , , , , , , , , , , ,1,19,2, , , , , , ,3,2,2,2,2,2,5,5,1, ,2, , ,9, , , , , , ,1,5,2,2,1,2,4,0,0,9,1,2, ,99, ,99,9, ,0,2,2,2,2.29166666666667,1
458,1,4,118,31100,6037,92505,p,U,1,6,323,323779,2,2,1,4,1,4,1,1,1,1,1,2, , ,4, ,1,6,2, , ,2,3,3,3,3,3,3,3,3,1,8,8,8,8,8,3,9, ,9,4,2, , , , , , , , , , , , , , , ,1,8,1,1,1,8,2,2, , , , , , , , , , , , , , , , , , , ,2,60,2, , , , , , ,5,3,1,2,2,2,1,2,1, ,1,9, ,9, , , , , , ,3,5,3,2,1,2,7,1,1,6,3,1, ,99, ,99,9, ,4,1,2,1,1.58333333333333,1
459,1,4,101,31100,6037,92105,p,U,1,6,323,323939,2,3,2,2,3,2,3,2,1,1,1,2, , ,1, ,1,4,2, , ,2,3,3,3,3,2,3,3,2,2,4,4,4,4,8,6,2, ,2,4,1,1,1, , , , , , , , , , , , , ,1,2,2,1,2,1,2,2, , , , , , , , , , , , , , , , , , , ,2,61,2, , , , , , ,7,3,3,2,2,2,3,4,1, ,2,3, ,9, , , , , , ,3,5,4,2,1,2,3,1,1,4,1,1, ,99, ,99,9, ,1,1,2,3,1.125,1
460,1,4,79,31100,6037,100705,p,U,1,6,323,323957,1,2,2,2,2,4,4,1,1,1,1,1,1,2,5, , ,2,1,3,1,1,3, ,3,3,2,3,1,2,2,3,8,3,2,4,6,1,0, ,1,1,2,2,12, , , , , , , , , ,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,3, ,2, , ,1, , , , , ,2,40,2, , , , , , ,3,2,3,2,1,4,9,5,1, ,2,2,1,4, , , , , , ,2,5,2,1,1,1,5,1,3,2,4,1, ,99, ,99,9,1,5,0,1,3,2.77083333333333,1
461,1,3,3,0,48049,100105,c,R,3,48,325,325646,1,1,1,1,1,4,2,1,1,1,1,1,2,1,10, ,1,5, ,1,2,1,3, ,3,3,3,3,3,3,2,8,3,8,8,8,1, ,32, ,2,2, , , , , , , , , , , , , , , ,2,2,8,2,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,50,2, , , , , , ,7,1,2,1,9,1,4,2,1, ,1,1,1,7, , , , , , ,3,1,4,3,1,2,6,1,3,1,3,1, ,99, ,99,9,2,6,1,0,2,2.10416666666667,1
462,1,3,121,10180,48441,92505,c,U,1,48,325,325676,1,1,2,3,1,4,3,2,1,1,1,1,1,2,7, , ,1,1,1, ,1,2,3,1,2,1,2,3,1,1,3,4,4,4,4,6,2, ,2,4,2, , , , , , , , , , , , , , , ,1,1,1,1,1,2,2,1, , , , , , , , , , , , , , , , , , , ,1,20,2, , , , , , ,5,2,1,2,1,3,3,4,1, ,1,3,1,1, , , , , , ,1,2,3,1,1,2,7,1,3,1,4,1, ,99, ,99,9,1,6,0,1,1,3.29166666666667,1
463,1,2,49,0,39029,100505,e,R,3,39,330,330227,2,2,3,2,3,4,4,2,1,1,1,1,2,1,5, ,1,5, ,1,2,1,3, ,3,3,3,3,3,3,2,8,8,8,8,8,1, ,27, ,2,1,1,1, , , , , , , , , , , , , ,2,2,8,1,1,8,2,2, , , , , , , , ,1,2,2, , ,2, , , , , ,2,50,1,0,2, , , ,2,3,1,3,2,1,2,2,5,97, , ,3,1,6, , , , , , ,3,2,2,1,1,2,3,1,3,1,3,1,0,8,2,1,1,2,5,1,0,3,1.4375,1
464,1,2,141,0,39157,100205,e,R,3,39,330,330308,2,2,4,2,3,1,3,2,1,1,1,1,1,2,7, , ,2,2, ,2,1,2, ,2,2,2,2,3,3,5,3,2,2,2,4,6,2, ,1,3,1,2,1, , , , , , , , , , , , , ,1,2,1,1,1,8,2,1,2,2,2,1,2,2,2, , , , , , , , ,8,2,2,0,1,20,2, , , , , , ,5,2,1,2,1,2,2,5,97, , ,3, ,9, , , ,JUST BROKE W/ GIRFRIEND DIDN''T NEED AND THEY COST MONEY, , ,1,2,3,1,1,2,7,1,1,2,4,1, ,99, ,99,9,1,6,0,2,1,3.47916666666667,1
465,1,2,128,17460,39103,92205,e,S,2,39,330,330336,2,1,1,2,1,4,1,2,1,1,1,2, , ,6, ,1,3,2, , ,2,3,3,3,3,3,3,3,3,1,1,8,8,8,8,1, ,42, ,2,2, , , , , , , , , , , , , , , ,1,1,1,1,8,8,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,67,2, , , , , , ,5,3,3,2,1,1,4,2,1, ,1,3, ,5, , , , , , ,4,3,3,1,1,2,4,1,1,3,3,1, ,99, ,99,9, ,6,1,2,3,1.14583333333333,1
466,1,2,82,10420,39153,92005,e,S,2,39,330,330468,1,1,2,1,2,2,4,2,1,1,1,1,1,1,2, , ,6, ,2, ,1,3,3,3,3,3,3,3,3,1,2,2,2,8,8,1, ,35, ,2,2, , , , , , , , , , , , , , , ,1,2,1,1,1,1,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,59,2, , , , , , ,6,2,3,2,1,1,4,5,1, ,2,2,9,9, , , , , , ,3,4,4,1,1,2,2,1,3,2,1,1, ,99, ,99,9,3,2,0,0,3,1.625,1
467,1,2,77,15940,39151,92505,e,S,2,39,330,330498,2,2,1,1,2,4,2,1,1,1,2,2, , ,2, ,2, ,1,2, ,3,3,3,3,3,3,3,3,3,2,8,8,8,8,8,3,2, ,2,4,2, , , , , , , , , , , , , , , ,2,2,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , ,1,99,2, , , , , , ,5,1,3,2,1,2,2,2,1, ,2, ,1,6, , , , , , ,9,3,3,1,1,2,7,0,2,2,1,2, ,99, ,99,9, ,2,2,1,3,1.27083333333333,1
468,1,2,126,49660,39155,93005,e,S,2,39,330,330534,2,1,2,1,4,2,4,1,1,1,1,1,1,2,40, , ,2,2, ,2,1,2, ,3,3,3,3,3,3,2,3,3,2,8,4,6,1,99, ,2,2, , , , , , , , , , , , , , , ,2,2,8,2,1,2,2,2, , , , , , , , ,2,1,2, , ,2, , , , , ,1,70,2, , , , , , ,7,3,3,2,1,3,3,3,2, , ,3, ,6, , , , , , ,4,3,4,1,1,2,5,1,1,2,4,1, ,99, ,99,9,1,6,0,2,3,1.04166666666667,1
469,1,2,122,49660,39155,92705,e,S,2,39,330,330637,1,1,1,1,1,2,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,21,2, , , , , , ,6,2,3,2,1,3,4,2,1, ,2, , ,7, , , , , , ,1,3,4,1,0,99,2,0,9,98,98,9, ,99, ,99,9, , , , ,3,3.45833333333333,1
470,1,2,117,10420,39153,92705,e,S,2,39,330,330644,1,1,1,2,2,4,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,3, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,84,2, , , , , , ,3,3,3,2,1,2,3,2,2, , , , ,2, , , , , , ,4,4,2,1,0,99,2,0,9,98,98,9, ,99, ,99,9, , , , ,3,2.20833333333333,1
471,1,2,104,10420,39153,92305,e,S,2,39,330,330659,2,1,2,1,4,1,2,2,1,1,1,2, , ,3, ,1,4,2, , ,2,3,3,3,3,3,3,3,3,2,3,8,2,8,8,5,2, ,2,4,1,1,2, , , , , , , , , , , , , ,2,2,2,2,1,2,2,2, , , , , , , , , , , , , , , , , , , ,2,82,2, , , , , , ,7,3,3,2,1,3,3,5,97, , ,3, ,9, , , , , , ,4,4,4,1,1,2,5,1,1,4,2,1, ,99, ,99,9, ,2,1,2,3,1.125,1
472,1,2,119,10420,39153,92705,e,S,2,39,330,330666,2,1,4,1,3,1,4,1,1,1,1,1,1,2,10, , ,3,2, , ,1,3,3,2,3,3,2,3,3,2,2,2,2,3,4,1, ,13, ,2,1,1,2, , , , , , , , , , , , , ,2,2,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,2,56,1,1,0,1, , , ,7,3,3,2,1,2,1,5,97, , ,3, ,9, , , , , , ,3,4,4,1,1,2,2,1,1,3,3,1,2,1,0,8,1,1,6,0,2,3,1.625,1
473,1,2,10,10420,39133,93005,e,S,2,39,330,330673,2,1,1,2,2,4,1,2,1,1,2,2, , ,5, ,1,6,2, ,2,3,3, ,3,3,3,3,3,3,2,8,8,3,8,8,1, ,43, ,2,1,1,9, , , , , , , , , , , , , ,2,1,1,1,1,2,2,2, , , , , , , , ,3, ,9, , , , , , , , ,1,67,2, , , , , , ,3,3,3,2,1,1,2,2,2, , ,1, ,9, , , , , , ,4,3,2,1,1,2,5,0,1,6,3,2, ,99, ,99,9, ,5,1,2,3,1.54166666666667,1
474,1,2,96,10420,39153,92105,e,S,2,39,330,330686,1,1,4,1,1,4,3,1,1,1,1,1,2,1,10, ,2, , ,3, ,1,3,3,3,3,3,3,2,3,2,3,8,8,8,3,3,2, ,1,3,1,1,1, , , , , , , , , , , , , ,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2, , , , , , , , ,8,1,1,15,1,34,2, , , , , , ,3,1,3,2,1,1,4,5,1, ,2, ,1,6, , , ,I DON''T NEED TOO, , ,2,4,2,1,1,2,3,1,2,3,3,1, ,99, ,99,9,2,6,2,0,3,3.52083333333333,1
475,1,2,124,17460,39103,100405,e,S,2,39,330,330725,1,1,3,2,2,3,2,2,1,1,1,1,1,1,15, , ,2, ,1,2,1,3, ,3,3,3,2,3,3,2,2,2,2,8,8,1, ,30, ,2,2, , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,99,2, , , , , , ,7,1,3,2,1,1,4,5,99,1,2,2,1,9, , , , , , ,9,3,4,1,1,2,2,1,3,1,4,1, ,99, ,99,9,3,6,0,0,3,1,1
476,1,2,54,15940,39151,91705,e,S,2,39,330,330821,2,2,3,2,1,1,2,1,1,1,1,2, , ,2, ,1,3,2, , ,2,3,3,3,3,3,3,3,3,2,3,4,4,3,3,1, ,4, ,1,1,1,1, , , , , , , , , , , , , ,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2, ,3, ,1,1, , , , , , , ,1,24,1,1,0,2, , , ,3,1,1,2,1,3,4,5,97, , ,3, ,3, , , , , , ,1,3,2,1,1,2,6,1,1,3,1,1,2,2,0,8,0, ,2,1,2,1,2.1875,1
477,1,2,60,15940,39151,91705,e,S,2,39,330,330830,2,1,2,1,4,1,4,1,1,1,1,1,1,2,10, , ,1,2, , ,1,3,2,2,1,1,2,2,1,2,3,1,8,1,4,6,2, ,1,3,2, , ,2,3, , , , , , , , ,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2, , , , , , , , , ,1,2,0,1,30,2, , , , , , ,5,4,1,2,1,3,3,5,9,2, ,2, ,4, , , , ,I''M MORE OF A SPIRITUAL PERSON, ,2,3,3,1,1,1,6,1,1,1,4,1, ,99, ,99,9,1,6,0,2,1,2.95833333333333,1
478,1,2,57,15940,39151,92305,e,S,2,39,330,330854,1,1,1,2,3,3,4,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,45, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,65,2, , , , , , ,3,3,3,2,1,1,3,2,1, ,2, , ,9, , , , , , ,4,3,2,1,0,99,5,0,9,98,98,9, ,99, ,99,9, , , , ,3,1.22916666666667,1
479,1,2,135,49660,39155,100105,e,S,2,39,330,330856,2,2,1,1,1,2,1,1,1,1,1,1,1,1,8, , ,2, ,2,2,1,3, ,3,3,3,3,3,3,2,3,8,8,8,8,1, ,35, ,2,2, , , , , , , , , , , , , , , ,2,8,8,8,1,2,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,2,55,2, , , , , , ,6,1,2,2,1,2,2,2,2, , ,1,1,8, , , , , , ,3,3,4,1,1,2,6,1,3,2,4,1, ,99, ,99,9,3,6,0,0,2,1.125,1
480,1,2,115,10420,39153,92305,e,U,1,39,330,330867,1,2,2,1,2,4,1,2,1,1,1,1,1,2,8, , ,1,2, , ,2,3,3,2,3,3,3,3,3,2,3,3,3,8,8,6,1,6, ,2,2, , , , , , , , , , , , , , , ,2,2,1,2,1,2,2,2, , , , , , , , ,3, ,2, , ,1, , , , , ,1,23,2, , , , , , ,3,1,3,2,1,1,2,3,1, ,9,2, ,8, , , , , , ,1,4,2,1,1,2,5,1,1,1,4,1, ,99, ,99,9,1,6,0,2,3,3.33333333333333,1
481,1,2,116,10420,39153,92205,e,U,1,39,330,330869,2,2,1,1,1,4,2,1,1,1,1,1,1,2,6, , ,1,2, , ,1,3,3,2,3,3,3,3,3,5,2,8,3,8,8,1, ,47, ,2,2, , , , , , , , , , , , , , , ,8,8,8,8,8,8,2,2, , , , , , , , ,3, ,2, , ,2, , , , , ,1,69,2, , , , , , ,6,3,3,2,1,1,4,2,1, ,1,1, ,5, , , , , , ,4,4,4,1,1,2,4,1,1,1,4,1, ,99, ,99,9,1,6,0,2,3,1.5625,1
