psraid,sample,lang,state,fips,cregion,usr,llitext,form,sex,q1,intuse,emlocc,eminuse,intmob,home3nw,q2,modem4b,q3,q4,q5,q6,q7,q9,act21,act87,act93,act112,act130,look1,look2,loc1a,loc1b,q10a,q10b,cellphn,smart1,smart2,q11a,q11b,q11c,q11d,q11e,q11f,q12,loc2a,loc2b,loc3m1,loc3m2,loc3m3,loc3m4,loc3m5,loc3m6,loc3m7,loc3m8,loc3m9,loc3m10,loc3m11,loc3m12,loc3m13,mar,mar2,mar3,mar4,meet,rel1,rel2,rel3,intdatea,intdateb,intdatec,intdated,intdatee,snsdate1a,snsdate1b,snsdate1c,snsdate1d,snsdate1e,snsdate2a,snsdate2b,snsdate2c,celldatea,celldateb,breaka,breakb,date1a,date1bm1,date1bm2,date1bm3,date1bm4,date1bm5,date1bm6,date1bm7,date1bm8,date1bm9,date1bm10,date1bm11,date1bm12,date1bm13,date1bm14,date1bm15,date1bm16,date1bm17,date2a,date2bm1,date2bm2,date2bm3,date2bm4,date2bm5,date2bm6,date2bm7,date2bm8,date2bm9,date2bm10,date2bm11,date2bm12,date2bm13,date2bm14,date2bm15,date2bm16,date3a,date3b,date4a,date4b,date4c,date5a,date5b,date5c,date5d,date5e,date5f,date6,date7,date8a,date8b,date8c,date8d,date8e,date9a,date9b,date9c,date9d,rel4a,rel4b,rel4c,rel5,rel6,rel7,rel8a,rel8b,rel8c,rel8d,rel8e,rel8f,q13a,q13b,q13c,age,par,qd2b1,qd2b2,qd2c,hh1,educ2,emplnw,hisp,birth_hisp,race,inc,lgbt,ql1a,ql2hh,qc1,qc2hh,q2os,modem4bos,q6os,smart2os,loc3os,rel3vb,date1bos,date2bos,raceos,weight,standwt
100804,1,1,15,15001,4,R,2,2,2,2, , ,1,1,1, ,4, , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,2, , ,2, , ,2,2,2,2,2, , , , , , , , ,1, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2, ,2,2,2,1,2,2,2, ,2,2,2,2,2,41,1,1,0,0,2,3,1,2, ,1,7,1, ,2, , , , , , , , , , , ,3.03225806451613,.957518030471426
100811,1,1,47,47157,3,U,1,1,2,3,1,1, ,2,1, ,2, , , , , , ,1,2,2,2,2,1,1, , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,1,2,2, , , , , , , , , , , , , , , ,59,2, , , ,2,3,3,2, ,1,3,1,2, , , , , , , , , , , , ,6.87096774193548,2.16969511160015
100819,1,1,36,36119,1,U,1,1,2,3,1,1, ,2,1, ,3, , , , , , ,1,2,2,2,2,1,2, , ,1,2,1,8,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,83,2, , , ,1,6,3,2, ,1,99,1, ,3, , , , , , , , , , , ,1.2258064516129,.387081756999087
100825,1,1,5,5119,3,S,2,2,1,2, , ,1,1,1, ,2, , , , , , ,1,2,2,2,2,1,2, , ,1,1,1,1,1,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,25, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,1,1,1, ,2,1,3, ,2,1,2,2,2,2,2,1,2,54,1,0,0,2,2,4,1,2, ,1,9,1, ,2, , , , , , , , , , , ,3.90322580645161,1.2325498051813
100831,1,1,19,19057,2,R,2,1,2,3,1,2, ,2,2,8, , , , , , , ,2,1,2,2,2,1,2,2, ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , , , , ,80,2, , , ,1,3,3,2, ,1,1,1,2, , , , , , , , , , , , ,2.67741935483871,.845468048182216
100839,1,1,51,51059,3,S,1,1,1,3,1,1, ,1,1, ,3, , , , , , ,1,1,1,1,2,1,2,1, ,1,2,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,1, ,99, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,49,1,0,3,0,2,8,1,2, ,1,9,1, ,2, , , , , , , , , , , ,2.38709677419355,.75379078994559
100840,1,1,13,13121,3,S,1,2,1,5, , ,1,2,1, ,2, , , , , , ,1,1,2,2,2,2,2, ,2,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,21, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,3, ,2,2,2, ,2,2,2,2,2,50,2, , , ,2,6,1,2, ,1,8,1, ,2, , , , , , , , , , , ,2.41935483870968,.763977151971882
100841,1,1,36,36081,1,U,2,1,1,2,1,1, ,1,1, ,5, , , , , , ,1,1,2,1,2,1,2,2, ,1,1,1,1,1,1,1,1,1,2,1,2,2,2, , , , , , , , , , , , , ,1, ,10, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,8,8,2,8,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,56,1,1,1,0,2,8,1,2, ,1,9,1, ,1, , , , , , , , , , , ,2.45161290322581,.774163513998174
100845,1,1,12,12057,3,S,2,1,1,1,1,1, ,1,1, ,5, , , , , , ,1,2,2,2,2,1,2, , ,1,1,1,1,3,1,1,1,2,2,1,2,2,1, , , , , , , , , , , , , ,1, ,55, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2, ,1,1,3, ,2,2,2,2,2,2,2,2,2,73,2, , , ,2,3,3,2, ,1,9,1, ,2, , , , , , , , , , , ,3.32258064516129,1.04919528870805
100849,1,2,48,48029,3,U,1,2,1,2, , ,2,2, , , ,1,2,1,2,2,2, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,5,1,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,1,1, , , , ,3, , , , , , , , , , ,92,2, , , ,6,3,3,1,3,2,98,1,1,3, , , , , , , , , , , ,6.87096774193548,2.16969511160015
100859,1,1,55,55101,2,U,1,1,1,3,2,2, ,2, , , ,2,2,2,5,2,1, , , , , , , , , ,1,2,1,2,98,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,1, , , , , , , , , , , , ,2,2,2,66,2, , , ,1,3,3,2, ,2,1,1, ,3, , , , , , , , , , , ,1.35483870967742,.427827205104254
100863,1,1,27,27123,2,U,2,1,2,1,2,2, ,2, , , ,2,2,2,3,3,1, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , ,8,2,2,2, , , , , , , , , , , , , , , ,94,2, , , ,1,8,3,2, ,1,6,1,2, , , , , , , , , , , , ,1.87096774193548,.590808997524922
100864,1,1,47,47165,3,S,1,2,1,2, , ,1,1,1, ,3, , , , , , ,2,1,2,2,2,2,2, ,2,1,2,1,2,7,1,2,1,2,2,2,2,2,1, , , , , , , , , , , , , ,1, ,10, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,3, ,2,2,2, ,1,2,2,2,2,58,1,1,1,0,2,6,2,2, ,1,7,1, ,2, , , , , , , , , , , ,1.58064516129032,.499131739288296
100868,1,1,1,1101,3,U,2,1,2,4,1,1, ,1,1, ,3, , , , , , ,1,1,2,2,2,1,1,2, ,1,2,1,1,3,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,1, ,8, , ,2, , ,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,28,1,2,1,0,2,3,8,2, ,1,6,1, ,1, , , , , , , , , , , ,3.25806451612903,1.02882256465547
100876,1,1,39,39055,2,S,2,1,2,2,1,1, ,1,1, ,4, , , , , , ,2,2,2,2,8,1,2, , ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,25, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,1,2,2,2, ,2,2,3, ,2, ,2, ,2,2, , , ,60,2, , , ,4,4,4,2, ,1,5,1,2, , , , , , , , , , , , ,6.41935483870968,2.02708604323206
100877,1,1,16,16005,4,S,2,2,2,2, , ,2,2, , , ,2,2,2,1,1,1, , , , , , , , , ,1,2,1,2,12,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,2,91,2, , , ,6,4,3,2, ,1,99,1, ,2, , , , , , , , , , , ,1.38709677419355,.438013567130546
100878,1,1,48,48471,3,R,1,2,2,3, , ,1,1,1, ,4, , , , , , ,1,1,1,2,2,2,2, ,1,1,2,1,1,3,2,1,1,2,1,1,3,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,28,1,2,0,0,2,2,4,1,1,6,3,1, ,3, , , , , , , , , , ,HISPANIC,2.12903225806452,.672299893735256
100879,1,1,29,29049,2,S,2,1,1,2,1,1, ,1,1, ,2, , , , , , ,1,1,1,2,2,1,2,2, ,1,2,1,1,1,1,1,1,1,1,1,3,2,1, , , , , , , , , , , , , ,1, ,13, , ,2, , ,2,2, , , ,2,2, , , ,2,2,1, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,1,1,3, ,2,1,2,1,2,2,2,2,2,35,1,0,2,0,2,6,1,2, ,1,6,1, ,2, , , , , , , , , , , ,2,.631554445630089
100880,1,1,25,25017,1,S,2,2,2,2, , ,1,1,1, ,1, , , , , , ,2,2,2,2,2,2,2, , ,1,1,1,8,98,1,2,2,2,2,1,1,2,1, , , , , , , , , , , , , ,1, ,56, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,2,2, ,2,2,3, ,2,2,2,2,2,2,2,2,2,81,2, , , ,2,3,3,2, ,1,3,1, ,3, , , , , , , , , , , ,2.70967741935484,.855654410208508
100889,1,1,39,39057,2,S,1,2,1,4, , ,2,2, , , ,1,2,2,9,2,2, , , , , , , , , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,2,1,8, , , , , , , , , , , , ,2,2,2,65,2, , , ,2,3,3,2, ,1,1,1, ,2, , , , , , , , , , , ,2.7741935483871,.876027134261091
100898,1,1,20,20091,2,S,2,2,2,1, , ,1,1,1, ,3, , , , , , ,1,2,2,2,2,2,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,1, ,24, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,2,1, ,2,1,3, ,2,2,2,2,2,2,2,2,2,42,1,0,1,1,2,6,2,2, ,1,99,1, ,2, , , , , , , , , , , ,3.38709677419355,1.06956801276063
100920,1,1,25,25017,1,S,1,1,2,4,2,2, ,2, , , ,1,2,2,9,2,2, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,1,2,2, , , , , , , , , , , , , , , ,89,2, , , ,1,2,3,2, ,1,98,1,2, , , , , , , , , , , , ,4.29032258064516,1.3547861494968
100923,1,1,42,42133,1,S,2,2,2,2, , ,1,1,1, ,2, , , , , , ,2,1,2,2,2,2,2, ,2,1,2,1,2,7,2,2,1,2,2,1,2,2,2, , , , , , , , , , , , , ,4,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,8,2,1, , , , , , , , , , , , ,2,2,2,24,1,1,0,0,1,4,1,2, ,1,1,1, ,3, , , , , , , , , , , ,2.80645161290323,.886213496287383
100925,1,1,13,13067,3,S,2,1,2,1,1,1, ,1,1, ,2, , , , , , ,1,1,1,2,2,1,2,2, ,1,1,1,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , ,2, ,9, , ,2, , ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,1,3, ,2,2,2,2,2,2,2,2,2,27,2, , , ,2,6,1,2, ,1,9,1, ,1, , , , , , , , , , , ,2.48387096774194,.784349876024466
100937,1,1,29,29047,2,S,2,2,2,2, , ,1,2,1, ,4, , , , , , ,1,1,1,2,2,1,2, ,2,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,2,2,1, , , , , , , , , , , , ,2,2,2,88,2, , , ,2,5,3,2, ,1,99,1, ,2, , , , , , , , , , , ,1.74193548387097,.550063549419755
100939,1,1,25,25023,1,S,1,2,2,4, , ,1,2,1, ,3, , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,7,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,76,2, , , ,1,8,3,2, ,1,3,1, ,3, , , , , , , , , , , ,1,.315777222815045
100950,1,1,25,25017,1,U,2,1,2,3,1,1, ,2,1, ,4, , , , , , ,1,2,1,2,2,1,1, , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,1,2,8, , , , , , , , , , , , , , , ,80,2, , , ,1,4,3,2, ,1,3,1,1,3, , , , , , , , , , , ,1.96774193548387,.621368083603797
100954,1,1,37,37183,3,S,1,1,1,2,1,1, ,1,1, ,1, , , , , , ,1,1,1,1,2,1,2,2, ,1,2,1,2,9,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , ,1,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,2,2,1, , , , , , , , , , , , ,2,2,2,19,2, , , ,3,2,2,2, ,1,6,1, ,2, , , , , , , , , , , ,2.87096774193548,.906586220339967
100956,1,1,39,39093,2,U,2,1,2,3,1,1, ,1,1, ,4, , , , , , ,2,1,2,2,2,1,2,1, ,1,1,1,2,8,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,1, ,34, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,1,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,62,2, , , ,2,6,3,2, ,1,7,1, ,2, , , , , , , , , , , ,1.48387096774194,.468572653209421
100957,1,1,36,36071,1,S,2,1,2,4,1,1, ,2,1, ,4, , , , , , ,1,2,2,2,2,2,2, , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,23, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,1,1, ,2,2,3, ,2, ,2, ,2,2, , , ,61,2, , , ,2,5,1,2, ,1,6,1,2, , , , , , , , , , , , ,5.90322580645161,1.86410425081139
100970,1,1,42,42003,1,S,1,2,2,5, , ,1,2,2,8, , , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,12,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,57, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,2,2, ,2,2,3, ,2,2,2, ,2,2,2,2,2,77,2, , , ,2,3,4,2, ,1,3,1, ,3, , , , , , , , , , , ,2.70967741935484,.855654410208508
100975,1,1,42,42069,1,U,2,1,2,3,1,1, ,1,1, ,1, , , , , , ,2,1,2,2,2,1,2,2, ,1,1,1,1,3,1,1,1,2,1,1,2,2,2, , , , , , , , , , , , , ,6,2, ,1,1, , , ,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2, , , , , , , , , , , , , , , , , ,1,8,18, , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,3,1,1,2,2, , , , , , , , , , , , ,2,1,2,35,2, , , ,1,3,1,2, ,2,3,1, ,1, , , , , , , , , , , ,2.54838709677419,.804722600077049
100982,1,1,9,9009,1,U,1,1,1,1,1,1, ,1,1, ,2, , , , , , ,2,2,2,2,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,3,2,1, , , , , , , , , , , , , ,1, ,42, , ,2, , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,9,8,8,2, ,2,2,3, ,2,2,2,2,2,2,2,2,2,62,2, , , ,2,8,1,2, ,1,9,1, ,2, , , , , , , , , , , ,2.03225806451613,.641740807656381
100985,1,1,26,26151,2,R,1,2,1,2, , ,1,1,1, ,2, , , , , , ,1,1,2,2,2,1,1, ,2,1,1,1,1,1,1,1,1,2,1,1,3,2,2, , , , , , , , , , , , , ,1, ,17, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,1,3, ,2,2,2,2,2,2,2,2,2,40,1,0,2,1,2,4,1,2, ,1,7,1, ,2, , , , , , , , , , , ,2.93548387096774,.92695894439255
100986,1,1,39,39099,2,S,2,1,2,2,1,1, ,1,1, ,4, , , , , , ,1,1,2,2,2,1,2,2, ,1,2,1,1,1,1,1,1,2,1,1,3,2,1, , , , , , , , , , , , , ,2, ,7, , ,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,17, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,1,1,2,2,2,2,2, , , , , , ,1,1,2,2,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,61,2, , , ,2,4,2,2, ,1,99,1, ,2, , , , , , , ,YAHOO PERSONALS,YAHOO PERSONALS, , ,1.7741935483871,.560249911446047
100990,1,1,37,37057,3,R,2,2,1,8, , ,2,1,2,6, , , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,8,14,2,2,2,2,2,2, ,2,1, , , , , , , , , , , , , ,5,2, ,1,1, , , ,2,2,2,2,2, , , , , , , , ,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,8,1,1,2, , , , , , , , , , , , ,2,2,2,76,2, , , ,1,1,6,2, ,1,2,1, ,2, , , , , , , , , , , ,1.74193548387097,.550063549419755
100991,1,1,13,13215,3,U,1,2,2,4, , ,2,2, , , ,2,1,2,3,1,2, , , , , , , , , ,2,2,0, , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,8, , , , , , , , , , , , , , , ,77,2, , , ,1,4,3,2, ,1,3,1,2, , , , , , , , , , , , ,2.06451612903226,.651927169682673
100998,1,1,36,36047,1,U,1,2,1,2, , ,1,1,1, ,5, , , , , , ,1,1,1,2,1,1,1, ,2,1,1,1,1,3,1,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,0, , ,2, , ,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,1,2,2,2,1,3, ,2,2,2,2,1,2,2,2,2,28,2, , , ,2,8,1,1,3,1,8,1, ,3, , , , , , , , , , , ,2.70967741935484,.855654410208508
101001,1,1,34,34025,1,S,1,1,2,2,1,1, ,2,1, ,98, , , , , , ,2,2,2,2,2,8,2, , ,1,2,1,2,8,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,1,1,2,2, , , , , , , , , , , , ,2,2,2,84,2, , , ,1,6,3,2, ,1,8,1, ,3, , , , , , , , , , , ,1.19354838709677,.376895394972795
101003,1,1,36,36075,1,S,2,1,1,1,1,1, ,2,1, ,4, , , , , , ,2,1,2,2,2,1,2,2, ,1,2,1,2,8,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,1, ,7, , ,2, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,2,2,1,1,2,2,2,2,3, ,2,2,2, ,2,2,2,2,2,57,2, , , ,2,3,3,2, ,1,7,1, ,3, , , , , , , , , , , ,3.7741935483871,1.19180435707614
101007,1,1,42,42061,1,R,2,2,1,4, , ,2,2, , , ,1,2,2,8,2,1, , , , , , , , , ,1,2,1,2,12,2,2,2,2,2,2, ,2,2, , , , , , , , , , , , , ,2, ,3, , ,2, , , , , , , , , , , , , , , ,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , ,1,1,2,8, , , , ,2,1, ,2, , ,1,2,2,2,2,71,2, , , ,2,3,3,2, ,1,3,1, ,3, , , , , , , , , , , ,2.25806451612903,.713045341840423
101010,1,1,11,11001,3,U,1,1,2,3,1,2, ,2,2,2, , , , , , , ,1,2,2,2,2,1,2, , ,1,2,1,2,2,2,2,2,2,2,1, ,2,2, , , , , , , , , , , , , ,6,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,1,2, , , , , , , , , , , , ,2,1,2,66,2, , , ,1,8,1,2, ,2,6,1, ,2, , , , , , , , , , , ,1,.315777222815045
101040,1,1,24,24041,3,R,2,2,2,3, , ,1,1,1, ,2, , , , , , ,2,2,2,2,2,2,2, , ,1,1,1,1,3,2,1,1,2,1,2,2,2,2, , , , , , , , , , , , , ,5,2, ,2, , , , ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,2,2,2,2, , , , , , , , , , , , ,2,2,2,55,2, , , ,2,8,1,2, ,1,8,9, ,3, , , , , , , , , , , ,1.41935483870968,.448199929156838
101049,1,1,42,42095,1,S,1,2,2,3, , ,1,1,1, ,3, , , , , , ,1,1,1,2,2,2,2, ,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1, , , , , , , , , , , , , ,1, ,26, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,1,3, ,2,2,2,1,2,2,2,2,2,49,1,0,0,1,3,8,1,2, ,1,8,1, ,1, , , , , , , , , , , ,4.29032258064516,1.3547861494968
101052,1,1,1,1003,3,R,1,1,2,2,1,1, ,1,1, ,2, , , , , , ,2,1,2,2,2,2,2,8, ,1,1,1,1,1,1,1,1,2,2,1,2,2,2, , , , , , , , , , , , , ,1, ,20, , ,2, , ,2,2, , , ,2,2, , , ,2,2,2, , , , ,2, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , ,9,9,9,9,1,1,2,2,3, ,2,2,2,2,2,2,2,2,2,44,1,0,0,1,2,4,1,2, ,1,99,1, ,2, , , , , , , , , , , ,2.70967741935484,.855654410208508
